person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
36,female,Bachelor,69873,14,RENT,2400,EDUCATION,10,0.03,15,697,Yes,1
36,male,Associate,73131,14,RENT,2400,PERSONAL,5.79,0.03,17,600,Yes,1
37,male,Master,120990,10,RENT,2400,DEBTCONSOLIDATION,9.99,0.02,16,711,Yes,1
38,female,Bachelor,36871,15,MORTGAGE,10000,PERSONAL,11.22,0.27,17,598,No,1
44,female,Bachelor,37167,20,MORTGAGE,7500,PERSONAL,11.01,0.2,16,627,Yes,1
37,male,Associate,37522,14,OWN,1200,MEDICAL,11.99,0.03,15,683,No,1
44,female,Bachelor,121035,21,RENT,13500,EDUCATION,8.9,0.11,17,600,No,1
39,male,Bachelor,242263,16,RENT,13500,VENTURE,11.49,0.06,14,605,Yes,1
36,male,Bachelor,41073,12,RENT,13475,MEDICAL,15.68,0.33,15,669,No,1
39,male,High School,76600,18,RENT,13200,VENTURE,9.88,0.17,11,643,Yes,1
42,male,Associate,38119,17,MORTGAGE,7200,VENTURE,11.99,0.19,17,655,No,1
40,female,High School,76433,20,RENT,13050,HOMEIMPROVEMENT,11.48,0.17,15,539,No,1
42,female,Master,44235,15,RENT,13000,MEDICAL,12.73,0.29,16,706,No,1
42,female,High School,47031,17,RENT,13000,MEDICAL,11.01,0.28,11,684,No,1
38,female,High School,38473,20,MORTGAGE,5850,VENTURE,13.49,0.15,11,630,Yes,1
37,male,Master,38527,13,MORTGAGE,3000,EDUCATION,9.99,0.08,16,669,Yes,1
45,male,Associate,27752,25,RENT,2500,VENTURE,5.99,0.09,11,614,No,1
42,male,Bachelor,32579,21,RENT,2500,PERSONAL,10.37,0.08,14,660,Yes,1
36,female,Doctorate,38081,18,RENT,2500,EDUCATION,8.9,0.07,13,716,Yes,1
42,male,Bachelor,39655,19,RENT,2500,DEBTCONSOLIDATION,7.49,0.06,17,739,No,1
36,male,Master,44353,13,RENT,2500,EDUCATION,9.76,0.06,15,640,Yes,1
36,female,Associate,39064,14,MORTGAGE,5300,EDUCATION,10.65,0.14,13,543,Yes,1
41,female,High School,39654,21,MORTGAGE,6000,PERSONAL,11.01,0.15,12,560,No,1
47,male,High School,58536,26,RENT,2500,MEDICAL,14.65,0.04,17,659,No,1
37,female,Associate,58570,14,RENT,2500,PERSONAL,9.62,0.04,12,671,Yes,1
36,male,High School,39396,11,MORTGAGE,12000,DEBTCONSOLIDATION,10.37,0.3,11,557,Yes,1
36,female,Bachelor,39535,13,MORTGAGE,5000,EDUCATION,8.88,0.13,13,688,No,1
39,male,High School,71669,17,RENT,2500,PERSONAL,18.78,0.03,13,656,No,1
36,female,High School,73402,14,RENT,2500,HOMEIMPROVEMENT,11.49,0.03,16,628,No,1
39,male,High School,82551,17,RENT,2500,HOMEIMPROVEMENT,7.88,0.03,12,569,Yes,1
47,female,Associate,87173,24,RENT,2500,VENTURE,15.05,0.03,11,616,Yes,1
38,male,High School,97397,16,RENT,2500,PERSONAL,10.99,0.03,13,681,No,1
44,female,High School,142342,21,RENT,2500,MEDICAL,7.29,0.02,11,657,No,1
40,male,Bachelor,29882,18,RENT,2800,MEDICAL,7.88,0.09,14,626,Yes,1
41,male,Associate,24070,21,RENT,2950,MEDICAL,16.49,0.12,12,639,No,1
36,male,Associate,14060,13,RENT,3000,VENTURE,16.77,0.21,11,588,No,1
48,male,Doctorate,39711,23,MORTGAGE,15000,MEDICAL,9.63,0.38,17,723,No,1
37,female,High School,18028,15,RENT,3000,VENTURE,13.61,0.17,17,686,No,1
37,female,Associate,39946,17,OWN,8000,HOMEIMPROVEMENT,15.99,0.2,11,602,Yes,1
37,female,Bachelor,21964,16,RENT,3000,VENTURE,11.01,0.14,16,701,No,1
36,male,Doctorate,39631,13,MORTGAGE,6600,PERSONAL,13.24,0.17,11,708,No,1
38,male,Bachelor,22780,17,RENT,3000,EDUCATION,13.23,0.13,14,664,No,1
36,female,Associate,40220,14,MORTGAGE,8500,DEBTCONSOLIDATION,11.49,0.21,12,572,No,1
41,male,Associate,26070,20,RENT,3000,MEDICAL,11.01,0.12,15,617,Yes,1
40,female,High School,26927,16,RENT,3000,HOMEIMPROVEMENT,14.09,0.11,13,508,No,1
37,male,Bachelor,27245,16,RENT,3000,MEDICAL,12.18,0.11,16,698,No,1
47,female,High School,37154,24,RENT,3000,PERSONAL,12.23,0.08,16,564,Yes,1
36,female,Associate,36845,15,RENT,3000,MEDICAL,10.38,0.08,11,710,No,1
37,male,High School,37242,16,RENT,3000,MEDICAL,11.03,0.08,13,690,Yes,1
36,male,High School,38263,13,RENT,3000,PERSONAL,12.42,0.08,12,683,Yes,1
42,male,High School,39203,19,RENT,3000,MEDICAL,6.99,0.08,12,642,Yes,1
47,male,Associate,36963,25,RENT,3000,HOMEIMPROVEMENT,12.99,0.08,11,633,No,1
38,female,Bachelor,37254,12,RENT,3000,EDUCATION,13.85,0.08,14,637,No,1
41,male,Bachelor,45683,20,RENT,3000,MEDICAL,11.01,0.07,16,638,Yes,1
40,female,Associate,40636,16,MORTGAGE,1000,MEDICAL,11.01,0.02,16,617,Yes,1
39,male,Associate,47133,16,RENT,3000,MEDICAL,11.01,0.06,16,693,Yes,1
37,female,Associate,48858,19,RENT,3000,VENTURE,11.71,0.06,15,692,Yes,1
41,male,High School,40562,18,OWN,1000,MEDICAL,7.29,0.02,17,642,No,1
42,male,Associate,46911,23,RENT,3000,MEDICAL,17.56,0.06,15,636,No,1
43,male,High School,56219,17,RENT,3000,VENTURE,11.71,0.05,17,639,No,1
38,male,Associate,57772,19,RENT,3000,VENTURE,11.01,0.05,11,687,No,1
36,female,Master,41155,14,OWN,15000,VENTURE,18.39,0.36,16,704,No,1
36,female,Associate,41406,15,OWN,3000,PERSONAL,8.49,0.07,14,567,Yes,1
39,male,High School,57370,15,RENT,3000,MEDICAL,11.49,0.05,13,677,No,1
47,male,High School,41163,21,MORTGAGE,10000,PERSONAL,5.42,0.24,12,556,Yes,1
37,male,High School,58810,17,RENT,3000,EDUCATION,6.99,0.05,14,646,Yes,1
38,female,Associate,60309,12,RENT,3000,DEBTCONSOLIDATION,7.51,0.05,13,643,Yes,1
36,male,High School,61071,16,RENT,3000,VENTURE,11.26,0.05,11,528,Yes,1
37,male,High School,61198,18,RENT,3000,VENTURE,11.58,0.05,14,525,Yes,1
42,male,High School,41547,21,MORTGAGE,5000,VENTURE,11.01,0.12,11,643,No,1
36,male,Master,59624,13,RENT,12000,VENTURE,13.99,0.2,11,628,Yes,1
47,female,Associate,41671,25,MORTGAGE,7000,PERSONAL,7.49,0.17,13,620,Yes,1
39,female,High School,61025,16,RENT,12000,PERSONAL,11.71,0.2,15,600,No,1
36,male,Associate,41699,16,MORTGAGE,5000,VENTURE,10.65,0.12,11,737,No,1
45,female,High School,61037,23,RENT,12000,HOMEIMPROVEMENT,12.87,0.2,13,653,No,1
40,female,Associate,62778,18,RENT,12000,VENTURE,12.53,0.19,15,639,Yes,1
47,male,Bachelor,63290,24,RENT,12000,EDUCATION,11.99,0.19,14,651,No,1
40,female,Master,64763,15,RENT,12000,HOMEIMPROVEMENT,7.88,0.19,11,704,No,1
38,male,High School,41719,17,OWN,11000,HOMEIMPROVEMENT,13.98,0.26,17,564,Yes,1
40,female,Associate,65941,22,RENT,12000,PERSONAL,10.62,0.18,14,636,Yes,1
45,female,High School,66694,23,RENT,12000,VENTURE,9.91,0.18,12,625,Yes,1
43,male,Associate,41724,20,MORTGAGE,9800,HOMEIMPROVEMENT,11.01,0.23,17,684,Yes,1
39,male,High School,59892,14,RENT,12000,DEBTCONSOLIDATION,14.59,0.2,14,684,No,1
41,male,Associate,66629,22,RENT,12000,DEBTCONSOLIDATION,12.53,0.18,15,582,No,1
39,male,Associate,41825,19,MORTGAGE,5200,VENTURE,9.76,0.12,16,576,No,1
37,female,High School,67247,15,RENT,12000,MEDICAL,11.71,0.18,15,557,Yes,1
46,male,Associate,68880,24,RENT,12000,HOMEIMPROVEMENT,10.37,0.17,14,681,No,1
40,male,Associate,42338,15,MORTGAGE,10000,MEDICAL,11.01,0.24,12,624,Yes,1
40,male,High School,64677,18,RENT,3000,MEDICAL,9.32,0.05,15,607,Yes,1
43,male,Master,65706,24,RENT,3000,DEBTCONSOLIDATION,8.94,0.05,14,746,No,1
37,female,Master,59960,12,RENT,3000,DEBTCONSOLIDATION,11.01,0.05,14,572,No,1
38,female,Associate,42136,14,MORTGAGE,6250,PERSONAL,7.49,0.15,16,640,Yes,1
37,female,High School,66856,15,RENT,3000,PERSONAL,11.01,0.04,14,699,No,1
39,male,High School,67238,17,RENT,3000,MEDICAL,10.2,0.04,15,708,No,1
40,female,Associate,69679,15,RENT,3000,EDUCATION,10,0.04,14,688,No,1
42,male,Associate,71312,20,RENT,3000,MEDICAL,10.01,0.04,16,635,No,1
40,female,Associate,66294,19,RENT,3000,EDUCATION,16.89,0.05,15,602,No,1
36,male,Associate,43382,12,MORTGAGE,12000,DEBTCONSOLIDATION,8.9,0.28,17,704,No,1
37,male,Master,73055,16,RENT,3000,DEBTCONSOLIDATION,12.53,0.04,11,744,No,1
40,male,Bachelor,42992,22,MORTGAGE,5600,VENTURE,10.65,0.13,13,676,Yes,1
36,male,Doctorate,75212,12,RENT,3000,EDUCATION,8.9,0.04,12,731,No,1
40,female,High School,77880,16,RENT,3000,EDUCATION,7.74,0.04,13,603,Yes,1
37,male,High School,78610,14,RENT,3000,DEBTCONSOLIDATION,12.53,0.04,14,580,Yes,1
50,female,Associate,79178,27,RENT,3000,VENTURE,10.99,0.04,14,490,Yes,1
36,male,High School,42977,17,MORTGAGE,7500,HOMEIMPROVEMENT,16.29,0.17,16,630,Yes,1
37,female,Associate,43187,16,OWN,16000,MEDICAL,8.9,0.37,11,648,Yes,1
38,male,High School,43116,16,MORTGAGE,4800,VENTURE,7.51,0.11,14,665,No,1
40,female,Doctorate,85212,17,RENT,3000,MEDICAL,10.75,0.04,15,715,No,1
36,male,High School,35661,16,MORTGAGE,4000,EDUCATION,8.49,0.11,13,619,No,1
40,female,High School,90606,22,RENT,3000,MEDICAL,14.27,0.03,15,681,Yes,1
44,female,High School,96092,23,RENT,3000,HOMEIMPROVEMENT,5.79,0.03,11,632,No,1
41,male,High School,102867,21,RENT,3000,PERSONAL,13.49,0.03,17,632,No,1
37,male,High School,106490,16,RENT,3000,PERSONAL,7.4,0.03,15,677,Yes,1
39,female,Bachelor,113961,19,RENT,3000,EDUCATION,10.99,0.03,16,638,No,1
39,female,Master,117667,16,RENT,3000,PERSONAL,9.25,0.03,17,667,Yes,1
38,female,Bachelor,42894,12,MORTGAGE,13075,DEBTCONSOLIDATION,7.29,0.3,16,700,No,1
40,male,High School,42806,20,MORTGAGE,4000,EDUCATION,10.37,0.09,17,654,No,1
41,male,Associate,43009,19,MORTGAGE,1500,DEBTCONSOLIDATION,13.06,0.03,12,676,No,1
39,female,High School,432824,16,RENT,3000,PERSONAL,11.48,0.01,12,650,No,1
47,female,Associate,78803,27,RENT,3100,DEBTCONSOLIDATION,13.49,0.04,12,661,Yes,1
36,female,High School,60601,15,RENT,3125,HOMEIMPROVEMENT,13.47,0.05,14,671,Yes,1
36,male,Associate,64582,15,RENT,3150,HOMEIMPROVEMENT,15.27,0.05,12,542,Yes,1
41,male,Bachelor,43295,19,MORTGAGE,1500,PERSONAL,10.38,0.03,16,570,No,1
36,female,High School,43227,12,MORTGAGE,7500,HOMEIMPROVEMENT,11.01,0.17,13,690,Yes,1
37,female,High School,42062,16,RENT,3200,EDUCATION,12.86,0.08,16,662,No,1
41,female,Doctorate,51588,18,RENT,3200,VENTURE,12.18,0.06,16,728,No,1
47,female,Master,43115,21,OWN,2500,PERSONAL,11.01,0.06,12,637,No,1
37,female,Bachelor,76404,15,RENT,3200,DEBTCONSOLIDATION,11.01,0.04,11,710,No,1
36,male,Associate,107042,13,RENT,3200,MEDICAL,10.99,0.03,13,558,Yes,1
45,male,Bachelor,42932,22,OTHER,4800,PERSONAL,11.01,0.11,12,706,No,1
42,female,Bachelor,42923,18,OWN,2000,PERSONAL,7.37,0.05,14,719,Yes,1
49,female,High School,28851,25,RENT,3250,PERSONAL,15.21,0.11,12,681,No,1
39,male,Associate,35752,18,RENT,3250,PERSONAL,14.72,0.09,16,687,No,1
43,male,High School,150908,25,RENT,3250,EDUCATION,7.49,0.02,16,700,No,1
45,female,Associate,43265,24,MORTGAGE,10000,DEBTCONSOLIDATION,11.01,0.23,17,686,Yes,1
40,female,Associate,44041,17,RENT,3275,MEDICAL,8.88,0.07,11,663,Yes,1
48,male,Doctorate,43036,25,MORTGAGE,3300,PERSONAL,6.39,0.08,13,742,Yes,1
39,male,Bachelor,48852,21,RENT,3300,MEDICAL,11.01,0.07,13,629,Yes,1
38,male,Master,66856,17,RENT,3325,HOMEIMPROVEMENT,16.89,0.05,14,676,Yes,1
41,female,Bachelor,42969,16,MORTGAGE,4650,EDUCATION,7.88,0.11,17,676,Yes,1
36,male,High School,43026,12,MORTGAGE,5000,HOMEIMPROVEMENT,5.99,0.12,11,559,Yes,1
43,female,Doctorate,43444,22,MORTGAGE,10000,MEDICAL,10.25,0.23,13,724,Yes,1
42,female,Associate,36200,20,RENT,3450,MEDICAL,8,0.1,17,652,Yes,1
36,male,High School,20536,14,RENT,3500,EDUCATION,10.36,0.17,14,706,No,1
38,male,High School,25465,16,RENT,3500,MEDICAL,12.61,0.14,16,646,No,1
42,male,High School,42874,18,RENT,3500,MEDICAL,12.68,0.08,16,712,Yes,1
39,female,Bachelor,43873,17,MORTGAGE,7125,PERSONAL,7.9,0.16,12,699,Yes,1
44,female,High School,45664,22,RENT,3500,MEDICAL,12.87,0.08,13,589,Yes,1
43,female,High School,43810,22,MORTGAGE,5000,VENTURE,9.91,0.11,17,620,Yes,1
39,female,Associate,47288,21,RENT,3500,EDUCATION,12.99,0.07,15,660,Yes,1
41,female,High School,48022,17,RENT,3500,PERSONAL,13.11,0.07,13,667,No,1
41,female,Associate,44430,18,MORTGAGE,2500,VENTURE,7.9,0.06,12,652,Yes,1
36,female,High School,43936,14,OWN,15000,VENTURE,7.9,0.34,12,598,Yes,1
37,female,Associate,44182,14,MORTGAGE,12000,DEBTCONSOLIDATION,6.03,0.27,13,686,Yes,1
38,male,Associate,52643,17,RENT,3500,DEBTCONSOLIDATION,11.83,0.07,12,739,No,1
48,male,Associate,44289,26,OWN,8000,VENTURE,6.99,0.18,15,594,Yes,1
37,male,Bachelor,53590,18,RENT,3500,VENTURE,13.61,0.07,15,692,No,1
37,male,High School,44124,15,MORTGAGE,9000,EDUCATION,7.49,0.2,17,682,Yes,1
36,female,High School,64219,12,RENT,3500,EDUCATION,9.32,0.05,17,670,Yes,1
38,female,High School,43949,19,MORTGAGE,6000,DEBTCONSOLIDATION,13.99,0.14,16,652,Yes,1
44,male,Bachelor,36859,24,MORTGAGE,4500,DEBTCONSOLIDATION,15.62,0.12,15,664,No,1
44,male,High School,44532,20,MORTGAGE,12000,HOMEIMPROVEMENT,13.99,0.27,12,709,Yes,1
40,male,High School,13357,18,RENT,3550,HOMEIMPROVEMENT,11.49,0.27,15,658,No,1
39,female,Bachelor,37170,14,RENT,3600,PERSONAL,7.68,0.1,13,528,Yes,1
37,female,High School,43642,12,RENT,3600,VENTURE,10.37,0.08,12,656,Yes,1
38,male,High School,44433,16,MORTGAGE,18000,VENTURE,10.38,0.41,13,697,Yes,1
44,male,High School,44192,22,MORTGAGE,1000,EDUCATION,7.51,0.02,14,541,No,1
36,male,Associate,45537,16,RENT,11000,EDUCATION,12.73,0.24,12,631,Yes,1
40,male,High School,46527,17,RENT,11000,VENTURE,10.37,0.24,11,626,Yes,1
37,female,Master,44015,10,MORTGAGE,8000,VENTURE,7.88,0.18,15,686,Yes,1
41,female,Associate,58560,16,RENT,11000,MEDICAL,7.66,0.19,15,708,Yes,1
44,male,High School,44321,22,MORTGAGE,1000,VENTURE,11.48,0.02,15,647,No,1
39,male,Associate,51416,13,RENT,11000,PERSONAL,13.55,0.21,12,597,No,1
36,male,Associate,44141,12,MORTGAGE,12000,VENTURE,9.63,0.27,15,655,Yes,1
46,male,High School,73371,25,RENT,11000,DEBTCONSOLIDATION,9.91,0.15,13,595,No,1
44,female,High School,75398,23,RENT,11000,DEBTCONSOLIDATION,8.07,0.15,16,639,No,1
37,female,High School,76636,15,RENT,11000,DEBTCONSOLIDATION,11.01,0.14,16,574,Yes,1
44,male,Associate,74202,22,RENT,11000,DEBTCONSOLIDATION,16.02,0.15,15,707,No,1
43,male,Associate,84549,16,RENT,11000,VENTURE,7.29,0.13,16,686,No,1
38,male,Bachelor,44183,15,MORTGAGE,8500,HOMEIMPROVEMENT,12.21,0.19,16,674,No,1
38,male,High School,130851,14,RENT,11000,HOMEIMPROVEMENT,13.49,0.08,12,666,No,1
40,male,High School,116182,20,RENT,11000,MEDICAL,16.77,0.09,16,621,No,1
37,male,High School,58328,12,RENT,10950,VENTURE,5.99,0.19,13,561,Yes,1
36,male,High School,66965,16,RENT,10900,HOMEIMPROVEMENT,12.42,0.16,13,642,Yes,1
44,female,Master,150663,19,RENT,10875,PERSONAL,7.14,0.07,14,712,Yes,1
39,female,High School,47159,20,RENT,10850,VENTURE,10.99,0.23,14,677,No,1
44,male,Associate,43059,26,RENT,10825,DEBTCONSOLIDATION,10.65,0.25,12,702,No,1
37,male,High School,36929,17,RENT,10800,EDUCATION,12.21,0.29,14,675,No,1
36,male,High School,40374,16,RENT,10800,HOMEIMPROVEMENT,14.96,0.27,15,599,No,1
47,female,High School,68467,26,RENT,10800,VENTURE,10.36,0.16,11,614,No,1
41,female,Associate,73006,19,RENT,10800,PERSONAL,10.74,0.15,11,593,Yes,1
41,female,Associate,84410,20,RENT,10800,EDUCATION,5.42,0.13,13,697,No,1
38,female,Associate,85429,14,RENT,10800,DEBTCONSOLIDATION,12.21,0.13,16,640,No,1
37,male,Master,93054,13,RENT,10800,MEDICAL,7.14,0.12,17,704,No,1
39,female,High School,143723,18,RENT,10800,EDUCATION,7.49,0.08,13,654,No,1
37,male,High School,49959,17,RENT,10750,PERSONAL,15.37,0.22,14,714,No,1
37,female,High School,45330,12,MORTGAGE,4000,EDUCATION,10.59,0.09,12,614,Yes,1
41,male,Associate,45216,22,MORTGAGE,6000,EDUCATION,12.99,0.13,11,611,Yes,1
40,male,High School,37017,16,RENT,10625,VENTURE,11.01,0.29,17,629,No,1
40,female,Associate,141759,17,RENT,10625,HOMEIMPROVEMENT,11.14,0.07,13,638,Yes,1
40,male,Associate,35760,17,RENT,10500,PERSONAL,7.51,0.29,16,610,No,1
36,female,High School,45545,13,MORTGAGE,7000,PERSONAL,6.91,0.15,13,636,Yes,1
38,male,High School,62866,18,RENT,10500,VENTURE,12.53,0.17,17,691,Yes,1
47,female,Doctorate,45169,24,MORTGAGE,7400,PERSONAL,8,0.16,13,727,Yes,1
43,female,Master,44050,23,RENT,10400,PERSONAL,7.66,0.24,14,715,No,1
43,male,High School,109118,21,RENT,10400,DEBTCONSOLIDATION,11.49,0.1,14,573,Yes,1
37,male,Associate,51744,15,RENT,3600,MEDICAL,7.88,0.07,12,691,Yes,1
36,male,Associate,45615,13,MORTGAGE,6250,PERSONAL,6,0.14,14,588,Yes,1
40,male,Bachelor,46038,17,MORTGAGE,10000,PERSONAL,11.14,0.22,11,682,Yes,1
46,female,High School,66163,24,RENT,3600,PERSONAL,10,0.05,14,693,No,1
45,male,High School,46026,19,MORTGAGE,5000,DEBTCONSOLIDATION,11.49,0.11,16,672,Yes,1
39,female,Associate,72998,16,RENT,3600,PERSONAL,5.99,0.05,11,698,Yes,1
38,male,Associate,46094,14,OTHER,12000,EDUCATION,13.47,0.26,16,618,No,1
36,male,Bachelor,45831,18,MORTGAGE,10000,VENTURE,9.32,0.22,12,706,Yes,1
37,female,Master,83407,16,RENT,3600,HOMEIMPROVEMENT,15.23,0.04,15,631,Yes,1
36,female,Bachelor,89926,12,RENT,3600,EDUCATION,15.62,0.04,12,617,No,1
41,male,Master,38175,22,RENT,3700,MEDICAL,16.32,0.1,17,632,No,1
42,male,Associate,46773,21,MORTGAGE,6500,MEDICAL,11.01,0.14,14,693,No,1
46,male,Associate,168702,26,RENT,3725,VENTURE,11.01,0.02,17,727,No,1
37,female,High School,26927,17,RENT,3800,DEBTCONSOLIDATION,11.01,0.14,13,682,No,1
50,male,Bachelor,45168,27,RENT,3800,DEBTCONSOLIDATION,12.53,0.08,15,648,No,1
39,female,Associate,72958,19,RENT,3800,HOMEIMPROVEMENT,10.37,0.05,14,657,Yes,1
36,male,High School,65738,10,RENT,3800,PERSONAL,11.01,0.06,15,680,No,1
42,female,Bachelor,39542,18,MORTGAGE,10000,PERSONAL,10.59,0.25,12,679,No,1
36,male,Associate,102730,12,RENT,3825,MEDICAL,5.42,0.04,15,627,No,1
40,male,Associate,17156,14,RENT,3850,DEBTCONSOLIDATION,9.99,0.22,12,689,No,1
37,female,Bachelor,94561,13,RENT,3900,VENTURE,11.01,0.04,16,622,Yes,1
37,male,High School,15680,15,RENT,4000,EDUCATION,9.99,0.26,13,696,No,1
38,female,Associate,22145,14,RENT,4000,PERSONAL,16,0.18,11,679,No,1
45,male,High School,24255,24,RENT,4000,VENTURE,10,0.16,15,665,No,1
50,female,Associate,23698,27,RENT,4000,EDUCATION,11.01,0.17,12,721,No,1
37,male,Bachelor,26028,11,RENT,4000,VENTURE,19.41,0.15,16,633,Yes,1
41,male,Doctorate,26727,23,RENT,4000,MEDICAL,7.51,0.15,14,737,No,1
37,male,High School,27364,14,RENT,4000,MEDICAL,10,0.15,17,713,Yes,1
38,male,Associate,27375,12,RENT,4000,VENTURE,12.68,0.15,12,648,No,1
41,female,Bachelor,29951,15,RENT,4000,DEBTCONSOLIDATION,16.07,0.13,14,589,No,1
36,male,Master,46838,13,MORTGAGE,1500,VENTURE,11.01,0.03,15,625,No,1
45,male,Master,46656,24,MORTGAGE,8400,PERSONAL,12.18,0.18,11,721,Yes,1
42,male,Bachelor,32459,15,RENT,4000,DEBTCONSOLIDATION,9.99,0.12,17,581,Yes,1
37,female,Associate,46939,11,MORTGAGE,7000,VENTURE,7.9,0.15,13,629,No,1
36,female,Associate,34237,12,RENT,4000,MEDICAL,11.86,0.12,12,560,Yes,1
44,male,Associate,46867,21,MORTGAGE,6825,PERSONAL,8.9,0.15,12,710,Yes,1
40,male,Master,35766,17,RENT,4000,MEDICAL,10.74,0.11,15,688,No,1
37,male,Bachelor,36833,11,RENT,4000,MEDICAL,11.89,0.11,17,696,No,1
37,female,Associate,47049,14,MORTGAGE,2400,DEBTCONSOLIDATION,6.99,0.05,17,637,No,1
36,female,Bachelor,37120,15,RENT,4000,EDUCATION,10.74,0.11,12,645,Yes,1
36,male,Associate,46881,12,OWN,10000,PERSONAL,6.17,0.21,13,658,Yes,1
45,male,Bachelor,38539,24,RENT,4000,PERSONAL,14.96,0.1,17,697,Yes,1
44,female,Associate,46867,19,MORTGAGE,2500,HOMEIMPROVEMENT,11.01,0.05,17,609,No,1
44,male,High School,39453,18,RENT,4000,EDUCATION,14.35,0.1,13,663,Yes,1
39,male,High School,47207,17,MORTGAGE,3500,MEDICAL,13.98,0.07,17,678,Yes,1
36,female,Associate,41984,13,RENT,4000,VENTURE,14.59,0.1,11,614,No,1
45,male,High School,42850,21,RENT,4000,MEDICAL,13.49,0.09,15,633,Yes,1
36,male,Master,47395,16,MORTGAGE,2000,HOMEIMPROVEMENT,11.01,0.04,13,612,Yes,1
36,female,Bachelor,36655,17,RENT,4000,VENTURE,17.99,0.11,15,705,No,1
44,male,High School,43832,20,RENT,4000,VENTURE,15.2,0.09,12,664,No,1
43,female,Associate,47827,21,MORTGAGE,8000,VENTURE,9.99,0.17,16,699,Yes,1
36,male,High School,47756,14,MORTGAGE,7000,VENTURE,5.79,0.15,17,675,Yes,1
36,male,Associate,40863,15,RENT,4000,PERSONAL,11.01,0.1,17,613,No,1
43,male,High School,48946,22,RENT,4000,PERSONAL,10.99,0.08,11,671,No,1
39,female,High School,41894,19,RENT,4000,MEDICAL,11.01,0.1,13,679,No,1
38,male,Associate,48821,13,RENT,4000,MEDICAL,11.49,0.08,12,653,No,1
47,male,Master,47919,26,MORTGAGE,5600,EDUCATION,8.59,0.12,11,658,No,1
37,female,Master,43257,13,RENT,4000,MEDICAL,9.32,0.09,16,694,No,1
46,female,High School,40759,25,MORTGAGE,12000,MEDICAL,11.01,0.29,14,634,No,1
41,female,Bachelor,51715,18,RENT,4000,VENTURE,13.43,0.08,14,584,Yes,1
37,female,Master,48337,12,OWN,8000,VENTURE,8.49,0.17,13,617,Yes,1
41,male,High School,53014,18,RENT,4000,MEDICAL,13.23,0.08,16,673,Yes,1
36,female,Doctorate,52548,16,RENT,4000,DEBTCONSOLIDATION,13.92,0.08,14,620,No,1
40,male,High School,48238,21,OWN,10000,PERSONAL,7.29,0.21,11,691,No,1
36,male,Bachelor,48269,14,OWN,5000,VENTURE,5.79,0.1,16,691,No,1
37,male,Doctorate,59637,13,RENT,4000,MEDICAL,9.25,0.07,13,737,Yes,1
37,male,High School,48435,14,MORTGAGE,6000,HOMEIMPROVEMENT,11.01,0.12,17,671,Yes,1
37,male,Associate,48741,16,MORTGAGE,15000,HOMEIMPROVEMENT,13.23,0.31,11,693,No,1
38,male,High School,61108,15,RENT,4000,VENTURE,7.88,0.07,12,608,Yes,1
48,female,High School,60715,28,RENT,4000,EDUCATION,7.68,0.07,11,647,No,1
37,female,Associate,48806,16,OWN,5600,PERSONAL,6.54,0.11,16,512,Yes,1
38,female,High School,55352,15,RENT,4000,EDUCATION,11.49,0.07,15,635,No,1
40,female,Associate,62333,14,RENT,4000,MEDICAL,11.12,0.06,14,698,No,1
42,female,Associate,48939,19,MORTGAGE,2500,HOMEIMPROVEMENT,5.42,0.05,12,713,Yes,1
45,female,High School,66829,20,RENT,4000,PERSONAL,6.03,0.06,12,671,Yes,1
41,female,Bachelor,49018,17,MORTGAGE,1200,VENTURE,15.21,0.02,16,726,No,1
37,male,High School,74750,10,RENT,4000,VENTURE,14.82,0.05,12,528,Yes,1
37,male,Doctorate,76644,14,RENT,4000,HOMEIMPROVEMENT,11.01,0.05,13,647,No,1
36,male,Master,88535,13,RENT,4000,PERSONAL,11.12,0.05,16,656,No,1
38,male,Master,89783,15,RENT,4000,DEBTCONSOLIDATION,11.26,0.04,14,726,Yes,1
37,male,High School,48475,16,MORTGAGE,17500,VENTURE,7.9,0.36,12,635,Yes,1
41,female,High School,90511,21,RENT,4000,PERSONAL,16.29,0.04,12,634,Yes,1
49,male,High School,104432,27,RENT,4000,MEDICAL,11.01,0.04,17,708,No,1
36,female,Associate,92206,18,RENT,4000,DEBTCONSOLIDATION,17.39,0.04,13,605,No,1
44,male,High School,49399,23,MORTGAGE,8000,VENTURE,6.62,0.16,13,726,No,1
40,male,Associate,35337,14,RENT,4200,PERSONAL,14.72,0.12,16,670,No,1
39,male,Associate,48948,18,OWN,15000,HOMEIMPROVEMENT,5.42,0.31,13,696,No,1
46,female,High School,61095,23,RENT,4350,MEDICAL,10.99,0.07,15,672,Yes,1
38,male,Associate,49442,17,OWN,9000,MEDICAL,7.49,0.18,16,693,Yes,1
38,male,Bachelor,41854,15,MORTGAGE,8000,VENTURE,15.62,0.19,11,677,No,1
36,male,Bachelor,48946,14,OWN,14000,VENTURE,10.99,0.29,16,627,Yes,1
37,male,High School,49156,13,MORTGAGE,16000,MEDICAL,10.99,0.33,15,630,Yes,1
36,female,Master,24901,12,RENT,4375,VENTURE,10.74,0.18,17,618,Yes,1
